"","x","prob","psd","var"
"158",0.702702702702703,0,0,"x2"
"159",0.702702702702703,0,0,"x3"
"160",0.716216216216216,0.04,0.00261278905896872,"x1"
"161",0.716216216216216,0,0,"x2"
"162",0.716216216216216,0,0,"x3"
"163",0.72972972972973,0.0414222222222222,0.0026568627022075,"x1"
"164",0.72972972972973,0,0,"x2"
"165",0.72972972972973,0,0,"x3"
"166",0.743243243243243,0.0414222222222222,0.0026568627022075,"x1"
"167",0.743243243243243,0,0,"x2"
"168",0.743243243243243,0,0,"x3"
"169",0.756756756756757,0.0414222222222222,0.0026568627022075,"x1"
"170",0.756756756756757,0,0,"x2"
"171",0.756756756756757,0,0,"x3"
"172",0.77027027027027,0.0414222222222222,0.0026568627022075,"x1"
"173",0.77027027027027,0,0,"x2"
"174",0.77027027027027,0,0,"x3"
"175",0.783783783783784,0.0414222222222222,0.0026568627022075,"x1"
"176",0.783783783783784,0,0,"x2"
"177",0.783783783783784,0,0,"x3"
"178",0.797297297297297,0.0414222222222222,0.0026568627022075,"x1"
"179",0.797297297297297,0,0,"x2"
"180",0.797297297297297,0,0,"x3"
"181",0.810810810810811,0.0414222222222222,0.0026568627022075,"x1"
"182",0.810810810810811,0,0,"x2"
"183",0.810810810810811,0,0,"x3"
"184",0.824324324324324,0.0414222222222222,0.0026568627022075,"x1"
"185",0.824324324324324,0,0,"x2"
"186",0.824324324324324,0,0,"x3"
"187",0.837837837837838,0.0414222222222222,0.0026568627022075,"x1"
"188",0.837837837837838,0,0,"x2"
"189",0.837837837837838,0,0,"x3"
"190",0.851351351351351,0.0414222222222222,0.0026568627022075,"x1"
"191",0.851351351351351,0,0,"x2"
"192",0.851351351351351,0,0,"x3"
"193",0.864864864864865,0.0414222222222222,0.0026568627022075,"x1"
"194",0.864864864864865,0.0503111111111111,0.00291448194626235,"x2"
"195",0.864864864864865,0.0503111111111111,0.00291448194626235,"x3"
"196",0.878378378378378,0.0414222222222222,0.0026568627022075,"x1"
"197",0.878378378378378,0.163022222222222,0.00492514594994482,"x2"
"198",0.878378378378378,0.163022222222222,0.00492514594994482,"x3"
"199",0.891891891891892,0.0414222222222222,0.0026568627022075,"x1"
"200",0.891891891891892,0.207822222222222,0.00540998494428531,"x2"
"201",0.891891891891892,0.207822222222222,0.00540998494428531,"x3"
"202",0.905405405405405,0.0414222222222222,0.0026568627022075,"x1"
"203",0.905405405405405,0.210666666666667,0.00543709435836168,"x2"
"204",0.905405405405405,0.210666666666667,0.00543709435836168,"x3"
"205",0.918918918918919,0.0414222222222222,0.0026568627022075,"x1"
"206",0.918918918918919,0.175466666666667,0.00507154353984497,"x2"
"207",0.918918918918919,0.175466666666667,0.00507154353984497,"x3"
"208",0.932432432432432,0.0414222222222222,0.0026568627022075,"x1"
"209",0.932432432432432,0.0778666666666667,0.00357282207508951,"x2"
"210",0.932432432432432,0.0778666666666667,0.00357282207508951,"x3"
"211",0.945945945945946,0.0414222222222222,0.0026568627022075,"x1"
"212",0.945945945945946,0,0,"x2"
"213",0.945945945945946,0,0,"x3"
"214",0.95945945945946,0.0414222222222222,0.0026568627022075,"x1"
"215",0.95945945945946,0,0,"x2"
"216",0.95945945945946,0,0,"x3"
"217",0.972972972972973,0.0414222222222222,0.0026568627022075,"x1"
"218",0.972972972972973,0,0,"x2"
"219",0.972972972972973,0,0,"x3"
"220",0.986486486486487,0.0414222222222222,0.0026568627022075,"x1"
"221",0.986486486486487,0,0,"x2"
"222",0.986486486486487,0,0,"x3"
"223",1,0.0414222222222222,0.0026568627022075,"x1"
"224",1,0,0,"x2"
"225",1,0,0,"x3"
