"","x1","x2","x3","f1","f2","order"
"64",0.580325581245821,0.502149370519538,0.500950935645624,0.580325581245821,12.9544337506241,13
"65",0.281543790542966,0.512633466571446,0.502432667996692,0.281543790542966,13.9267829288255,14
"66",0.730176250518905,0.500603565323935,0.499737859181056,0.730176250518905,12.5821096674196,15
"67",0.105158832548585,0.516525508445923,0.500136753746761,0.105158832548585,14.7860400599935,16
"68",0.177519674644544,0.513292268013237,0.493430586243785,0.177519674644544,14.3809660770063,17
"69",0.445137349001099,0.505153794114367,0.502105263457371,0.445137349001099,13.3403303938584,18
"70",1,0.50685045461014,0.499252378503777,1,12.0132890568499,19
"71",0.939570522522064,0.499740225893222,0.498240068156806,0.939570522522064,12.1236322982545,20
"72",0.0517013172757275,0.517969946068045,0.497962393981534,0.0517013172757275,15.1912064503915,21
"73",0,0.520128869097726,0.47129076597296,0,16.386459791758,22
"74",0.358893729722271,0.505569665339838,0.499262610719241,0.358893729722271,13.6130141992029,23
"75",0.623271097366072,0.501046513273195,0.495244578272509,0.623271097366072,12.8489296621189,24
"76",1,0.499343171467764,0.495135052491779,1,12.006746944697,25
"77",0.307708960201932,0.504163442044394,0.505786397793284,0.307708960201932,13.7962374088201,26
"78",1,0.496408211254249,0.506156903470363,1,12.0142225492859,27
"79",0.538735080962548,0.502150326274406,0.498202054669061,0.538735080962548,13.0663380008427,28
"80",0.842496937975216,0.502132630319315,0.499282474467668,0.842496937975216,12.3299287383747,29
"81",0.252803847625683,0.506241333718649,0.505152798739257,0.252803847625683,14.0084072636968,30
"82",0.772134695090671,0.500713282300164,0.50008678226317,0.772134695090671,12.4852992172805,31
"83",0.694063636901502,0.499778925448542,0.501383488560719,0.694063636901502,12.6681431443523,32
"84",0.198478056879987,0.502375561086928,0.504414671256004,0.198478056879987,14.2255396570788,33
"85",1,0.500839072610423,0.500774127412721,1,12.0003650423497,34
"86",0.0765875296064467,0.512659822657342,0.499773319663991,0.0765875296064467,14.942245040435,35
"87",0.122846942797821,0.507182528042077,0.50042956908766,0.122846942797821,14.6138015949968,36
"88",0.166697056999708,0.504655303162668,0.498973800969762,0.166697056999708,14.3737390446183,37
"89",0.660376796983494,0.500559863795851,0.500440756457036,0.660376796983494,12.7496030360655,38
"90",0.278991179875631,0.504775185480977,0.500242060804655,0.278991179875631,13.894031664868,39
"91",0.224131308282017,0.504624387635299,0.500327734841557,0.224131308282017,14.1127534715152,40
"92",0.400926216026595,0.503839168887383,0.500298579955858,0.400926216026595,13.4716125285823,41
"93",1,0.500297985672103,0.499769360059733,1,12.0000397700972,42
"94",0.445008908681466,0.503162059370417,0.503687420644786,0.445008908681466,13.3385509157116,43
"95",0.939380444412592,0.49978210895136,0.500371706693891,0.939380444412592,12.1231865874173,44
"96",0.444975374724324,0.500914092159043,0.501150792742459,0.444975374724324,13.332373715127,45
"97",1,0.500052885750769,0.500053622478617,1,12.000001588751,46
"98",0.49973063741725,0.498416345675482,0.500202136781205,0.49973063741725,13.17307753901,47
"99",1,0.500027811321001,0.49997717783102,1,12.0000003625273,48
"100",0.357801354542984,0.502231730495455,0.500930343837754,0.357801354542984,13.6090679939063,49
"101",0.400354296016224,0.499595963362909,0.500962537142353,0.400354296016224,13.4693783959835,50
"102",0.444950817467139,0.499960927468593,0.500429278000546,0.444950817467139,13.3318690761576,51
