"","x","prob","psd","var"
"48",0.202702702702703,0,0,"x3"
"49",0.216216216216216,0.0272,0.00216887723129836,"x1"
"50",0.216216216216216,0,0,"x2"
"51",0.216216216216216,0,0,"x3"
"52",0.22972972972973,0.0314666666666667,0.00232766990999079,"x1"
"53",0.22972972972973,0,0,"x2"
"54",0.22972972972973,0,0,"x3"
"55",0.243243243243243,0.0328888888888889,0.00237794345794076,"x1"
"56",0.243243243243243,0,0,"x2"
"57",0.243243243243243,0,0,"x3"
"58",0.256756756756757,0.0328888888888889,0.00237794345794076,"x1"
"59",0.256756756756757,0,0,"x2"
"60",0.256756756756757,0,0,"x3"
"61",0.27027027027027,0.0371555555555556,0.00252190475622124,"x1"
"62",0.27027027027027,0,0,"x2"
"63",0.27027027027027,0,0,"x3"
"64",0.283783783783784,0.04,0.00261278905896872,"x1"
"65",0.283783783783784,0,0,"x2"
"66",0.283783783783784,0,0,"x3"
"67",0.297297297297297,0.0414222222222222,0.0026568627022075,"x1"
"68",0.297297297297297,0,0,"x2"
"69",0.297297297297297,0,0,"x3"
"70",0.310810810810811,0.0414222222222222,0.0026568627022075,"x1"
"71",0.310810810810811,0,0,"x2"
"72",0.310810810810811,0,0,"x3"
"73",0.324324324324324,0.0428444444444444,0.00270008388428348,"x1"
"74",0.324324324324324,0,0,"x2"
"75",0.324324324324324,0,0,"x3"
"76",0.337837837837838,0.0456888888888889,0.00278412689113721,"x1"
"77",0.337837837837838,0,0,"x2"
"78",0.337837837837838,0,0,"x3"
"79",0.351351351351351,0.0471111111111111,0.00282502009655743,"x1"
"80",0.351351351351351,0,0,"x2"
"81",0.351351351351351,0,0,"x3"
"82",0.364864864864865,0.0485333333333333,0.00286520424368398,"x1"
"83",0.364864864864865,0,0,"x2"
"84",0.364864864864865,0,0,"x3"
"85",0.378378378378378,0.0499555555555556,0.00290470876030065,"x1"
"86",0.378378378378378,0,0,"x2"
"87",0.378378378378378,0,0,"x3"
"88",0.391891891891892,0.0535111111111111,0.00300067169069461,"x1"
"89",0.391891891891892,0,0,"x2"
"90",0.391891891891892,0,0,"x3"
"91",0.405405405405405,0.0535111111111111,0.00300067169069461,"x1"
"92",0.405405405405405,0.0110222222222222,0.00139208766259767,"x2"
"93",0.405405405405405,0.0110222222222222,0.00139208766259767,"x3"
"94",0.418918918918919,0.0549333333333333,0.00303800116223289,"x1"
"95",0.418918918918919,0.0504888888888889,0.00291935338312836,"x2"
"96",0.418918918918919,0.0504888888888889,0.00291935338312836,"x3"
"97",0.432432432432432,0.0563555555555556,0.00307476053379642,"x1"
"98",0.432432432432432,0.0840888888888889,0.00370028101405696,"x2"
"99",0.432432432432432,0.0840888888888889,0.00370028101405696,"x3"
"100",0.445945945945946,0.0577777777777778,0.00311097001443714,"x1"
"101",0.445945945945946,0.106844444444444,0.00411887167150967,"x2"
"102",0.445945945945946,0.106844444444444,0.00411887167150967,"x3"
"103",0.459459459459459,0.0592,0.00314664858751868,"x1"
"104",0.459459459459459,0.162844444444444,0.00492298249904172,"x2"
"105",0.459459459459459,0.162844444444444,0.00492298249904172,"x3"
"106",0.472972972972973,0.0592,0.00314664858751868,"x1"
"107",0.472972972972973,0.207644444444444,0.00540827726336918,"x2"
"108",0.472972972972973,0.207644444444444,0.00540827726336918,"x3"
"109",0.486486486486487,0.0592,0.00314664858751868,"x1"
"110",0.486486486486487,0.2416,0.00570737441094122,"x2"
"111",0.486486486486487,0.2416,0.00570737441094122,"x3"
"112",0.5,0.0592,0.00314664858751868,"x1"
"113",0.5,0.251911111111111,0.00578813964678157,"x2"
"114",0.5,0.251911111111111,0.00578813964678157,"x3"
"115",0.513513513513514,0.0592,0.00314664858751868,"x1"
"116",0.513513513513514,0.2416,0.00570737441094122,"x2"
"117",0.513513513513514,0.2416,0.00570737441094122,"x3"
"118",0.527027027027027,0.0592,0.00314664858751868,"x1"
"119",0.527027027027027,0.207644444444444,0.00540827726336918,"x2"
"120",0.527027027027027,0.207644444444444,0.00540827726336918,"x3"
"121",0.540540540540541,0.0592,0.00314664858751868,"x1"
"122",0.540540540540541,0.162844444444444,0.00492298249904172,"x2"
"123",0.540540540540541,0.162844444444444,0.00492298249904172,"x3"
"124",0.554054054054054,0.0592,0.00314664858751868,"x1"
"125",0.554054054054054,0.106844444444444,0.00411887167150967,"x2"
"126",0.554054054054054,0.106844444444444,0.00411887167150967,"x3"
"127",0.567567567567568,0.0592,0.00314664858751868,"x1"
"128",0.567567567567568,0.0840888888888889,0.00370028101405696,"x2"
"129",0.567567567567568,0.0840888888888889,0.00370028101405696,"x3"
"130",0.581081081081081,0.0592,0.00314664858751868,"x1"
"131",0.581081081081081,0.0504888888888889,0.00291935338312836,"x2"
"132",0.581081081081081,0.0504888888888889,0.00291935338312836,"x3"
"133",0.594594594594595,0.0592,0.00314664858751868,"x1"
"134",0.594594594594595,0.0110222222222222,0.00139208766259767,"x2"
"135",0.594594594594595,0.0110222222222222,0.00139208766259767,"x3"
"136",0.608108108108108,0.0592,0.00314664858751868,"x1"
"137",0.608108108108108,0,0,"x2"
"138",0.608108108108108,0,0,"x3"
"139",0.621621621621622,0.0592,0.00314664858751868,"x1"
"140",0.621621621621622,0,0,"x2"
"141",0.621621621621622,0,0,"x3"
"142",0.635135135135135,0.0590222222222222,0.00314221717917419,"x1"
"143",0.635135135135135,0,0,"x2"
"144",0.635135135135135,0,0,"x3"
"145",0.648648648648649,0.0583111111111111,0.00312441071228476,"x1"
"146",0.648648648648649,0,0,"x2"
"147",0.648648648648649,0,0,"x3"
"148",0.662162162162162,0.0576,0.00310647324147497,"x1"
"149",0.662162162162162,0,0,"x2"
"150",0.662162162162162,0,0,"x3"
"151",0.675675675675676,0.0561777777777778,0.00307019608673028,"x1"
"152",0.675675675675676,0,0,"x2"
"153",0.675675675675676,0,0,"x3"
"154",0.689189189189189,0.0554666666666667,0.0030518516217188,"x1"
"155",0.689189189189189,0,0,"x2"
"156",0.689189189189189,0,0,"x3"
"157",0.702702702702703,0.0512,0.00293873926105132,"x1"
"158",0.702702702702703,0,0,"x2"
"159",0.702702702702703,0,0,"x3"
"160",0.716216216216216,0.0504888888888889,0.00291935338312836,"x1"
"161",0.716216216216216,0,0,"x2"
"162",0.716216216216216,0,0,"x3"
"163",0.72972972972973,0.0504888888888889,0.00291935338312836,"x1"
"164",0.72972972972973,0,0,"x2"
"165",0.72972972972973,0,0,"x3"
"166",0.743243243243243,0.0455111111111111,0.00277896383172796,"x1"
"167",0.743243243243243,0,0,"x2"
"168",0.743243243243243,0,0,"x3"
"169",0.756756756756757,0.0419555555555556,0.00267316830458475,"x1"
"170",0.756756756756757,0,0,"x2"
"171",0.756756756756757,0,0,"x3"
"172",0.77027027027027,0.0391111111111111,0.0025847908008628,"x1"
"173",0.77027027027027,0,0,"x2"
"174",0.77027027027027,0,0,"x3"
"175",0.783783783783784,0.0362666666666667,0.00249270564489648,"x1"
"176",0.783783783783784,0,0,"x2"
"177",0.783783783783784,0,0,"x3"
"178",0.797297297297297,0.0362666666666667,0.00249270564489648,"x1"
"179",0.797297297297297,0,0,"x2"
"180",0.797297297297297,0,0,"x3"
"181",0.810810810810811,0.0348444444444444,0.00244514245477491,"x1"
"182",0.810810810810811,0,0,"x2"
"183",0.810810810810811,0,0,"x3"
"184",0.824324324324324,0.0305777777777778,0.00229561039218382,"x1"
"185",0.824324324324324,0,0,"x2"
"186",0.824324324324324,0,0,"x3"
"187",0.837837837837838,0.0263111111111111,0.00213411804497876,"x1"
"188",0.837837837837838,0.0117333333333333,0.0014357754217594,"x2"
"189",0.837837837837838,0.0117333333333333,0.0014357754217594,"x3"
"190",0.851351351351351,0.0213333333333333,0.00192657311063382,"x1"
"191",0.851351351351351,0.032,0.00234666666666667,"x2"
"192",0.851351351351351,0.032,0.00234666666666667,"x3"
"193",0.864864864864865,0.0170666666666667,0.0017269315398156,"x1"
"194",0.864864864864865,0.0497777777777778,0.00289980690904401,"x2"
"195",0.864864864864865,0.0497777777777778,0.00289980690904401,"x3"
"196",0.878378378378378,0.0142222222222222,0.00157874496524769,"x1"
"197",0.878378378378378,0.0556444444444444,0.00305645081744354,"x2"
"198",0.878378378378378,0.0556444444444444,0.00305645081744354,"x3"
"199",0.891891891891892,0.00711111111111111,0.00112036051418989,"x1"
"200",0.891891891891892,0.056,0.00306562301081598,"x2"
"201",0.891891891891892,0.056,0.00306562301081598,"x3"
"202",0.905405405405405,0.00497777777777778,0.000938367329749836,"x1"
"203",0.905405405405405,0.0504888888888889,0.00291935338312836,"x2"
"204",0.905405405405405,0.0504888888888889,0.00291935338312836,"x3"
"205",0.918918918918919,0.00497777777777778,0.000938367329749836,"x1"
"206",0.918918918918919,0.0323555555555556,0.00235923428558211,"x2"
"207",0.918918918918919,0.0323555555555556,0.00235923428558211,"x3"
"208",0.932432432432432,0.00355555555555556,0.000793631717583796,"x1"
"209",0.932432432432432,0.0096,0.0013001087134031,"x2"
"210",0.932432432432432,0.0096,0.0013001087134031,"x3"
"211",0.945945945945946,0.000711111111111111,0.000355429113319852,"x1"
"212",0.945945945945946,0,0,"x2"
"213",0.945945945945946,0,0,"x3"
"214",0.95945945945946,0,0,"x1"
"215",0.95945945945946,0,0,"x2"
"216",0.95945945945946,0,0,"x3"
"217",0.972972972972973,0,0,"x1"
"218",0.972972972972973,0,0,"x2"
"219",0.972972972972973,0,0,"x3"
"220",0.986486486486487,0,0,"x1"
"221",0.986486486486487,0,0,"x2"
"222",0.986486486486487,0,0,"x3"
"223",1,0,0,"x1"
"224",1,0,0,"x2"
"225",1,0,0,"x3"
