"","x","prob","var","cond"
"141",0.26530612244898,0.659780909568566,"x1","|x1, x2"
"151",0.285714285714286,0.751880225572811,"x1","|x1, x2"
"161",0.306122448979592,0.797670826941262,"x1","|x1, x2"
"171",0.326530612244898,0.833466663492749,"x1","|x1, x2"
"181",0.346938775510204,0.846474097791318,"x1","|x1, x2"
"191",0.36734693877551,0.892936428111907,"x1","|x1, x2"
"201",0.387755102040816,0.905914420513674,"x1","|x1, x2"
"211",0.408163265306122,0.935452942903758,"x1","|x1, x2"
"221",0.428571428571429,0.946120810603126,"x1","|x1, x2"
"231",0.448979591836735,0.965162840856238,"x1","|x1, x2"
"241",0.469387755102041,0.970906060337275,"x1","|x1, x2"
"251",0.489795918367347,0.984640460057715,"x1","|x1, x2"
"261",0.510204081632653,0.99624504205978,"x1","|x1, x2"
"271",0.530612244897959,0.998376377088683,"x1","|x1, x2"
"281",0.551020408163265,0.999630752814925,"x1","|x1, x2"
"291",0.571428571428571,0.999747798148679,"x1","|x1, x2"
"301",0.591836734693878,0.999941364121585,"x1","|x1, x2"
"311",0.612244897959184,0.999994085775851,"x1","|x1, x2"
"321",0.63265306122449,0.999999441028765,"x1","|x1, x2"
"331",0.653061224489796,0.999996722931346,"x1","|x1, x2"
"341",0.673469387755102,0.999999669645137,"x1","|x1, x2"
"351",0.693877551020408,0.999999997914888,"x1","|x1, x2"
"361",0.714285714285714,0.999999999999813,"x1","|x1, x2"
"371",0.73469387755102,1,"x1","|x1, x2"
"381",0.755102040816326,1,"x1","|x1, x2"
"391",0.775510204081633,1,"x1","|x1, x2"
"401",0.795918367346939,0.999999999999991,"x1","|x1, x2"
"411",0.816326530612245,0.999999999975034,"x1","|x1, x2"
"421",0.836734693877551,0.999999999899309,"x1","|x1, x2"
"431",0.857142857142857,0.99999999992825,"x1","|x1, x2"
"441",0.877551020408163,0.999999999958969,"x1","|x1, x2"
"451",0.897959183673469,0.99999999999411,"x1","|x1, x2"
"461",0.918367346938775,0.999999999997893,"x1","|x1, x2"
"471",0.938775510204082,0.999999999999779,"x1","|x1, x2"
"481",0.959183673469388,1,"x1","|x1, x2"
"491",0.979591836734694,1,"x1","|x1, x2"
"501",1,0.51392760726936,"x1","|x1, x2"
"112",0,0.293194790405857,"x2","|x1"
"212",0.0204081632653061,0.28069305890493,"x2","|x1"
"312",0.0408163265306122,0.271253764076289,"x2","|x1"
"412",0.0612244897959184,0.248061687021414,"x2","|x1"
"53",0.0816326530612245,0.21291155047279,"x2","|x1"
"62",0.102040816326531,0.203558070579447,"x2","|x1"
"72",0.122448979591837,0.166741317475277,"x2","|x1"
"82",0.142857142857143,0.16612536326935,"x2","|x1"
"92",0.163265306122449,0.138725605298228,"x2","|x1"
"102",0.183673469387755,0.118266523134929,"x2","|x1"
"113",0.204081632653061,0.0884110006133066,"x2","|x1"
"122",0.224489795918367,0.0742432022532792,"x2","|x1"
"132",0.244897959183673,0.0545020811165774,"x2","|x1"
"142",0.26530612244898,0.0363260316017039,"x2","|x1"
"152",0.285714285714286,0.0230772977109861,"x2","|x1"
"162",0.306122448979592,0.0108665943099561,"x2","|x1"
"172",0.326530612244898,0.00693242771249224,"x2","|x1"
"182",0.346938775510204,0.00168069134986895,"x2","|x1"
"192",0.36734693877551,0.000636040880403631,"x2","|x1"
"202",0.387755102040816,1.71510176451259e-05,"x2","|x1"
"213",0.408163265306122,7.10573763873686e-06,"x2","|x1"
"222",0.428571428571429,8.7448624286443e-07,"x2","|x1"
"232",0.448979591836735,2.84399882329153e-08,"x2","|x1"
"242",0.469387755102041,9.46999288315073e-10,"x2","|x1"
"252",0.489795918367347,4.49811208569663e-10,"x2","|x1"
"262",0.510204081632653,1.0407035346388e-11,"x2","|x1"
"272",0.530612244897959,1.62966905551489e-11,"x2","|x1"
"282",0.551020408163265,4.85482997677162e-13,"x2","|x1"
"292",0.571428571428571,5.99782223487719e-14,"x2","|x1"
"302",0.591836734693878,1.00683460676395e-14,"x2","|x1"
"313",0.612244897959184,2.55646557295451e-15,"x2","|x1"
"322",0.63265306122449,7.26752418123373e-18,"x2","|x1"
"332",0.653061224489796,1.36141849670109e-17,"x2","|x1"
"342",0.673469387755102,1.10984291543033e-17,"x2","|x1"
"352",0.693877551020408,2.25367025411534e-17,"x2","|x1"
"362",0.714285714285714,3.48495451213084e-17,"x2","|x1"
"372",0.73469387755102,1.93809156141304e-17,"x2","|x1"
"382",0.755102040816326,3.85236369087842e-17,"x2","|x1"
"392",0.775510204081633,6.48527266315162e-17,"x2","|x1"
"402",0.795918367346939,1.73762126724066e-16,"x2","|x1"
"413",0.816326530612245,9.47932275841918e-17,"x2","|x1"
"422",0.836734693877551,2.10822393137735e-16,"x2","|x1"
"432",0.857142857142857,2.94354688526556e-16,"x2","|x1"
"442",0.877551020408163,4.42479359730772e-16,"x2","|x1"
"452",0.897959183673469,1.06943204173329e-15,"x2","|x1"
"462",0.918367346938775,2.14144983766646e-15,"x2","|x1"
"472",0.938775510204082,4.53711056271406e-15,"x2","|x1"
"482",0.959183673469388,1.22437577155159e-14,"x2","|x1"
"492",0.979591836734694,4.50303465611892e-14,"x2","|x1"
"502",1,2.45098263627061e-14,"x2","|x1"
"114",0,0.999834955688263,"x2","|x1, x3"
"214",0.0204081632653061,0.999986549240556,"x2","|x1, x3"
"314",0.0408163265306122,0.999971456522289,"x2","|x1, x3"
"414",0.0612244897959184,0.999934877709736,"x2","|x1, x3"
"54",0.0816326530612245,0.999853412743312,"x2","|x1, x3"
"63",0.102040816326531,0.999814317805704,"x2","|x1, x3"
"73",0.122448979591837,0.991968585533946,"x2","|x1, x3"
"83",0.142857142857143,0.958627763825467,"x2","|x1, x3"
"93",0.163265306122449,0.900035551626894,"x2","|x1, x3"
"103",0.183673469387755,0.805982301230403,"x2","|x1, x3"
"115",0.204081632653061,0.681302679116935,"x2","|x1, x3"
"123",0.224489795918367,0.560954651428213,"x2","|x1, x3"
"133",0.244897959183673,0.416009149278552,"x2","|x1, x3"
"143",0.26530612244898,0.279490408398623,"x2","|x1, x3"
"153",0.285714285714286,0.163075536761453,"x2","|x1, x3"
"163",0.306122448979592,0.0944737703838691,"x2","|x1, x3"
"173",0.326530612244898,0.037654364463662,"x2","|x1, x3"
"183",0.346938775510204,0.0110787702917842,"x2","|x1, x3"
"193",0.36734693877551,0.00212927072871533,"x2","|x1, x3"
"203",0.387755102040816,0.000359652499738384,"x2","|x1, x3"
"215",0.408163265306122,4.13968936028689e-05,"x2","|x1, x3"
"223",0.428571428571429,5.4960773409142e-06,"x2","|x1, x3"
"233",0.448979591836735,4.73895013746571e-07,"x2","|x1, x3"
"243",0.469387755102041,4.72842966411602e-08,"x2","|x1, x3"
"253",0.489795918367347,3.61557623247017e-09,"x2","|x1, x3"
"263",0.510204081632653,4.67970245349452e-10,"x2","|x1, x3"
"273",0.530612244897959,1.95629808595603e-11,"x2","|x1, x3"
"283",0.551020408163265,2.0262942644118e-12,"x2","|x1, x3"
"293",0.571428571428571,2.1000908315686e-13,"x2","|x1, x3"
"303",0.591836734693878,1.30335290363325e-14,"x2","|x1, x3"
"315",0.612244897959184,1.33933298333352e-15,"x2","|x1, x3"
"323",0.63265306122449,5.43832481048668e-16,"x2","|x1, x3"
"333",0.653061224489796,6.49856782298121e-17,"x2","|x1, x3"
"343",0.673469387755102,1.22075889485377e-17,"x2","|x1, x3"
"353",0.693877551020408,3.76892384288359e-18,"x2","|x1, x3"
"363",0.714285714285714,7.03491394772483e-19,"x2","|x1, x3"
"373",0.73469387755102,7.36009952328259e-20,"x2","|x1, x3"
"383",0.755102040816326,1.51445336456008e-19,"x2","|x1, x3"
"393",0.775510204081633,7.28056475145097e-19,"x2","|x1, x3"
"403",0.795918367346939,3.19000126208375e-18,"x2","|x1, x3"
"415",0.816326530612245,2.52050907593671e-17,"x2","|x1, x3"
"423",0.836734693877551,8.36100793558101e-17,"x2","|x1, x3"
"433",0.857142857142857,2.30365327946595e-16,"x2","|x1, x3"
"443",0.877551020408163,1.07492985475313e-15,"x2","|x1, x3"
"453",0.897959183673469,3.83239659869344e-15,"x2","|x1, x3"
"463",0.918367346938775,1.35612955214852e-14,"x2","|x1, x3"
"473",0.938775510204082,3.15677376313531e-14,"x2","|x1, x3"
"483",0.959183673469388,9.15640471215769e-14,"x2","|x1, x3"
"493",0.979591836734694,1.54280412103264e-13,"x2","|x1, x3"
"503",1,5.11200904664756e-13,"x2","|x1, x3"
"116",0,1.07365360585108e-235,"x1","|x2"
"216",0.0204081632653061,0.00602272208500643,"x1","|x2"
"316",0.0408163265306122,0.0108399315612931,"x1","|x2"
"416",0.0612244897959184,0.0194363336455774,"x1","|x2"
"55",0.0816326530612245,0.0245640393782737,"x1","|x2"
"64",0.102040816326531,0.0335099217367845,"x1","|x2"
"74",0.122448979591837,0.0374110769258848,"x1","|x2"
"84",0.142857142857143,0.0426225306391091,"x1","|x2"
"94",0.163265306122449,0.0538330675268221,"x1","|x2"
"104",0.183673469387755,0.0672847033801782,"x1","|x2"
"117",0.204081632653061,0.0797534864123514,"x1","|x2"
"124",0.224489795918367,0.0811543006709892,"x1","|x2"
"134",0.244897959183673,0.0875019634409931,"x1","|x2"
"144",0.26530612244898,0.0908889738858237,"x1","|x2"
"154",0.285714285714286,0.0974574946390872,"x1","|x2"
"164",0.306122448979592,0.0993998682661501,"x1","|x2"
"174",0.326530612244898,0.114938276051985,"x1","|x2"
"184",0.346938775510204,0.110595142084327,"x1","|x2"
"194",0.36734693877551,0.145372532904176,"x1","|x2"
"204",0.387755102040816,0.118330392866887,"x1","|x2"
"217",0.408163265306122,0.121597465043464,"x1","|x2"
"224",0.428571428571429,0.159662763067318,"x1","|x2"
"234",0.448979591836735,0.148902122268358,"x1","|x2"
"244",0.469387755102041,0.168657131429956,"x1","|x2"
"254",0.489795918367347,0.179223759436808,"x1","|x2"
"264",0.510204081632653,0.186602777298634,"x1","|x2"
"274",0.530612244897959,0.184862911003463,"x1","|x2"
"284",0.551020408163265,0.185176795647687,"x1","|x2"
"294",0.571428571428571,0.20566478745359,"x1","|x2"
"304",0.591836734693878,0.198587666131868,"x1","|x2"
"317",0.612244897959184,0.201883306388452,"x1","|x2"
"324",0.63265306122449,0.19946096328519,"x1","|x2"
"334",0.653061224489796,0.210586487488461,"x1","|x2"
"344",0.673469387755102,0.21328556538143,"x1","|x2"
"354",0.693877551020408,0.237468144370583,"x1","|x2"
"364",0.714285714285714,0.22216014489722,"x1","|x2"
"374",0.73469387755102,0.258369798198925,"x1","|x2"
"384",0.755102040816326,0.243935096490767,"x1","|x2"
"394",0.775510204081633,0.240852341323301,"x1","|x2"
"404",0.795918367346939,0.239395858536513,"x1","|x2"
"417",0.816326530612245,0.236136072101403,"x1","|x2"
"424",0.836734693877551,0.284166402199124,"x1","|x2"
"434",0.857142857142857,0.293115420117353,"x1","|x2"
"444",0.877551020408163,0.276818024872873,"x1","|x2"
"454",0.897959183673469,0.273431791380747,"x1","|x2"
"464",0.918367346938775,0.280095139425321,"x1","|x2"
"474",0.938775510204082,0.272186575472776,"x1","|x2"
"484",0.959183673469388,0.288260710295671,"x1","|x2"
"494",0.979591836734694,0.287715230847617,"x1","|x2"
"504",1,0.150046885643093,"x1","|x2"
"51",1,0.138650583832367,"x1","|x3"
"118",0,0.293194790405857,"x2","|x1"
"218",0.0204081632653061,0.28069305890493,"x2","|x1"
"318",0.0408163265306122,0.271253764076289,"x2","|x1"
"418",0.0612244897959184,0.248061687021414,"x2","|x1"
"56",0.0816326530612245,0.21291155047279,"x2","|x1"
"65",0.102040816326531,0.203558070579447,"x2","|x1"
"75",0.122448979591837,0.166741317475277,"x2","|x1"
"85",0.142857142857143,0.16612536326935,"x2","|x1"
"95",0.163265306122449,0.138725605298228,"x2","|x1"
"105",0.183673469387755,0.118266523134929,"x2","|x1"
"119",0.204081632653061,0.0884110006133066,"x2","|x1"
"125",0.224489795918367,0.0742432022532792,"x2","|x1"
"135",0.244897959183673,0.0545020811165774,"x2","|x1"
"145",0.26530612244898,0.0363260316017039,"x2","|x1"
"155",0.285714285714286,0.0230772977109861,"x2","|x1"
"165",0.306122448979592,0.0108665943099561,"x2","|x1"
"175",0.326530612244898,0.00693242771249224,"x2","|x1"
"185",0.346938775510204,0.00168069134986895,"x2","|x1"
"195",0.36734693877551,0.000636040880403631,"x2","|x1"
"205",0.387755102040816,1.71510176451259e-05,"x2","|x1"
"219",0.408163265306122,7.10573763873686e-06,"x2","|x1"
"225",0.428571428571429,8.7448624286443e-07,"x2","|x1"
"235",0.448979591836735,2.84399882329153e-08,"x2","|x1"
"245",0.469387755102041,9.46999288315073e-10,"x2","|x1"
"255",0.489795918367347,4.49811208569663e-10,"x2","|x1"
"265",0.510204081632653,1.0407035346388e-11,"x2","|x1"
"275",0.530612244897959,1.62966905551489e-11,"x2","|x1"
"285",0.551020408163265,4.85482997677162e-13,"x2","|x1"
"295",0.571428571428571,5.99782223487719e-14,"x2","|x1"
"305",0.591836734693878,1.00683460676395e-14,"x2","|x1"
"319",0.612244897959184,2.55646557295451e-15,"x2","|x1"
"325",0.63265306122449,7.26752418123373e-18,"x2","|x1"
"335",0.653061224489796,1.36141849670109e-17,"x2","|x1"
"345",0.673469387755102,1.10984291543033e-17,"x2","|x1"
"355",0.693877551020408,2.25367025411534e-17,"x2","|x1"
"365",0.714285714285714,3.48495451213084e-17,"x2","|x1"
"375",0.73469387755102,1.93809156141304e-17,"x2","|x1"
"385",0.755102040816326,3.85236369087842e-17,"x2","|x1"
"395",0.775510204081633,6.48527266315162e-17,"x2","|x1"
"405",0.795918367346939,1.73762126724066e-16,"x2","|x1"
"419",0.816326530612245,9.47932275841918e-17,"x2","|x1"
"425",0.836734693877551,2.10822393137735e-16,"x2","|x1"
"435",0.857142857142857,2.94354688526556e-16,"x2","|x1"
"445",0.877551020408163,4.42479359730772e-16,"x2","|x1"
"455",0.897959183673469,1.06943204173329e-15,"x2","|x1"
"465",0.918367346938775,2.14144983766646e-15,"x2","|x1"
"475",0.938775510204082,4.53711056271406e-15,"x2","|x1"
"485",0.959183673469388,1.22437577155159e-14,"x2","|x1"
"495",0.979591836734694,4.50303465611892e-14,"x2","|x1"
"505",1,2.45098263627061e-14,"x2","|x1"
"511",1,1.90232434901861e-06,"x2","|x3"
