"","x1","x2","x3","f1","f2","order","f1.norm","f2.norm","theta","dist","rad"
"59",0.75,0.25,0.5,0.75,2.56357790672632,0,0.75,2.56357790672632,81.880713884077,2.05911354316296,2.67103569497963
"60",1,0.25,0.5,1,2.28334993366481,0,1,2.28334993366481,73.7209330491906,1.92217652673963,2.49272680403752
"61",0,0.5,0.5,0,5.5,0,0,5.5,100,4.5,5.5
"62",0.25,0.5,0.5,0.25,4.32739606004414,0,0.25,4.32739606004414,96.3262379380779,3.54382118546927,4.33461147745511
"63",0.5,0.5,0.5,0.5,3.8416876048223,0,0.5,3.8416876048223,91.7606362007969,3.16890304144233,3.8740887513124
"64",0.75,0.5,0.5,0.75,3.46899039884101,0,0.75,3.46899039884101,86.4448349255194,2.90185008317544,3.54913995036137
"65",1,0.5,0.5,1,3.15479212008829,0,1,3.15479212008829,80.4583614671395,2.70719699737151,3.30948837752471
"66",0,0.75,0.5,0,6.625,0,0,6.625,100,5.625,6.625
"67",0.25,0.75,0.5,0.25,5.33804623237662,0,0.25,5.33804623237662,97.0206565052513,4.53348509325314,5.34389722758496
"68",0.5,0.75,0.5,0.5,4.80497252767987,0,0.5,4.80497252767987,93.3991634968803,4.10098482438243,4.830917199845
"69",0.75,0.75,0.5,0.75,4.39593068748412,0,0.75,4.39593068748412,89.2420659653958,3.78615232605395,4.45945137984087
"70",1,0.75,0.5,1,4.05109246475325,0,1,4.05109246475325,84.5932327388115,3.54062414815408,4.17269099718402
"71",0,1,0.5,0,7.75,0,0,7.75,100,6.75,7.75
"72",0.25,1,0.5,0.25,6.35805890929249,0,0.25,6.35805890929249,97.498088654579,5.53843659694284,6.36297203310164
"73",0.5,1,0.5,0.5,5.78149803149705,0,0.5,5.78149803149705,94.5080003227069,5.0531615000404,5.80307844925469
"74",0.75,1,0.5,0.75,5.33908730975176,0,0.75,5.33908730975176,91.1153180695834,4.6948809681579,5.39150751656272
"75",1,1,0.5,1,4.96611781858499,0,1,4.96611781858499,87.3499025072958,4.41059383209957,5.06579965929046
"76",0,0,0.75,0,4.375,0,0,4.375,100,3.375,4.375
"77",0.25,0,0.75,0.25,3.32917496683241,0,0.25,3.32917496683241,95.2283436183856,2.57492501266349,3.33854848096947
"78",0.5,0,0.75,0.5,2.8959800542251,0,0.5,2.8959800542251,89.1158630876565,2.26702222297215,2.93882637705422
"79",0.75,0,0.75,0.75,2.56357790672632,0,0.75,2.56357790672632,81.880713884077,2.05911354316296,2.67103569497963
"80",1,0,0.75,1,2.28334993366481,0,1,2.28334993366481,73.7209330491906,1.92217652673963,2.49272680403752
"81",0,0.25,0.75,0,5.5,0,0,5.5,100,4.5,5.5
"82",0.25,0.25,0.75,0.25,4.32739606004414,0,0.25,4.32739606004414,96.3262379380779,3.54382118546927,4.33461147745511
"83",0.5,0.25,0.75,0.5,3.8416876048223,0,0.5,3.8416876048223,91.7606362007969,3.16890304144233,3.8740887513124
"84",0.75,0.25,0.75,0.75,3.46899039884101,0,0.75,3.46899039884101,86.4448349255194,2.90185008317544,3.54913995036137
"85",1,0.25,0.75,1,3.15479212008829,0,1,3.15479212008829,80.4583614671395,2.70719699737151,3.30948837752471
"86",0,0.5,0.75,0,6.625,0,0,6.625,100,5.625,6.625
"87",0.25,0.5,0.75,0.25,5.33804623237662,0,0.25,5.33804623237662,97.0206565052513,4.53348509325314,5.34389722758496
"88",0.5,0.5,0.75,0.5,4.80497252767987,0,0.5,4.80497252767987,93.3991634968803,4.10098482438243,4.830917199845
"89",0.75,0.5,0.75,0.75,4.39593068748412,0,0.75,4.39593068748412,89.2420659653958,3.78615232605395,4.45945137984087
"90",1,0.5,0.75,1,4.05109246475325,0,1,4.05109246475325,84.5932327388115,3.54062414815408,4.17269099718402
"91",0,0.75,0.75,0,7.75,0,0,7.75,100,6.75,7.75
"92",0.25,0.75,0.75,0.25,6.35805890929249,0,0.25,6.35805890929249,97.498088654579,5.53843659694284,6.36297203310164
"93",0.5,0.75,0.75,0.5,5.78149803149705,0,0.5,5.78149803149705,94.5080003227069,5.0531615000404,5.80307844925469
"94",0.75,0.75,0.75,0.75,5.33908730975176,0,0.75,5.33908730975176,91.1153180695834,4.6948809681579,5.39150751656272
"95",1,0.75,0.75,1,4.96611781858499,0,1,4.96611781858499,87.3499025072958,4.41059383209957,5.06579965929046
"96",0,1,0.75,0,8.875,0,0,8.875,100,7.875,8.875
"97",0.25,1,0.75,0.25,7.38545308902338,0,0.25,7.38545308902338,97.8458437960705,6.5545166685424,7.38968316845621
"98",0.5,1,0.75,0.5,6.76846255670591,0,0.5,6.76846255670591,95.3056878379324,6.02177456698476,6.7869054348451
"99",0.75,1,0.75,0.75,6.29502906993121,0,0.75,6.29502906993121,92.4507939365519,5.62489197150475,6.33954974673115
"100",1,1,0.75,1,5.89590617804675,0,1,5.89590617804675,89.3041307660525,5.30607186174504,5.98010950236949
"101",0,0,1,0,5.5,0,0,5.5,100,4.5,5.5
"102",0.25,0,1,0.25,4.32739606004414,0,0.25,4.32739606004414,96.3262379380779,3.54382118546927,4.33461147745511
"103",0.5,0,1,0.5,3.8416876048223,0,0.5,3.8416876048223,91.7606362007969,3.16890304144233,3.8740887513124
"104",0.75,0,1,0.75,3.46899039884101,0,0.75,3.46899039884101,86.4448349255194,2.90185008317544,3.54913995036137
"105",1,0,1,1,3.15479212008829,0,1,3.15479212008829,80.4583614671395,2.70719699737151,3.30948837752471
"106",0,0.25,1,0,6.625,0,0,6.625,100,5.625,6.625
"107",0.25,0.25,1,0.25,5.33804623237662,0,0.25,5.33804623237662,97.0206565052513,4.53348509325314,5.34389722758496
"108",0.5,0.25,1,0.5,4.80497252767987,0,0.5,4.80497252767987,93.3991634968803,4.10098482438243,4.830917199845
"109",0.75,0.25,1,0.75,4.39593068748412,0,0.75,4.39593068748412,89.2420659653958,3.78615232605395,4.45945137984087
"110",1,0.25,1,1,4.05109246475325,0,1,4.05109246475325,84.5932327388115,3.54062414815408,4.17269099718402
"111",0,0.5,1,0,7.75,0,0,7.75,100,6.75,7.75
"112",0.25,0.5,1,0.25,6.35805890929249,0,0.25,6.35805890929249,97.498088654579,5.53843659694284,6.36297203310164
"113",0.5,0.5,1,0.5,5.78149803149705,0,0.5,5.78149803149705,94.5080003227069,5.0531615000404,5.80307844925469
"114",0.75,0.5,1,0.75,5.33908730975176,0,0.75,5.33908730975176,91.1153180695834,4.6948809681579,5.39150751656272
"115",1,0.5,1,1,4.96611781858499,0,1,4.96611781858499,87.3499025072958,4.41059383209957,5.06579965929046
"116",0,0.75,1,0,8.875,0,0,8.875,100,7.875,8.875
"117",0.25,0.75,1,0.25,7.38545308902338,0,0.25,7.38545308902338,97.8458437960705,6.5545166685424,7.38968316845621
"118",0.5,0.75,1,0.5,6.76846255670591,0,0.5,6.76846255670591,95.3056878379324,6.02177456698476,6.7869054348451
"119",0.75,0.75,1,0.75,6.29502906993121,0,0.75,6.29502906993121,92.4507939365519,5.62489197150475,6.33954974673115
"120",1,0.75,1,1,5.89590617804675,0,1,5.89590617804675,89.3041307660525,5.30607186174504,5.98010950236949
"121",0,1,1,0,10,0,0,10,100,9,10
"122",0.25,1,1,0.25,8.41886116991581,0,0.25,8.41886116991581,98.1100984643201,7.57912521369149,8.42257225545238
"123",0.5,1,1,0.5,7.76393202250021,0,0.5,7.76393202250021,95.9057997465122,7.00060587065764,7.78001545306976
"124",0.75,1,1,0.75,7.26138721247417,0,0.75,7.26138721247417,93.4478394455537,6.56923406058354,7.3000167293975
"125",1,1,1,1,6.83772233983162,0,1,6.83772233983162,90.7551321226981,6.21848960564467,6.91045923196371
"126",0.115018435490464,0,0,0.115018435490464,0.660856320285245,1,0.115018435490464,0.660856320285245,89.0298667869699,0,0.670790814310712
"127",0.610583015958073,0,0,0.610583015958073,0.218601883827409,2,0.610583015958073,0.218601883827409,21.8871803786873,0,0.648535583441147
"128",0.379508470641474,0,0,0.379508470641474,0.383957411665822,3,0.379508470641474,0.383957411665822,50.3709729314062,0,0.539861068481279
"129",0.0539818175214901,0,0,0.0539818175214901,0.767660124986067,4,0.0539818175214901,0.767660124986067,95.5306504143526,0,0.769555783628807
"130",0.86293186125154,0,0,0.86293186125154,0.0710587417648304,5,0.86293186125154,0.0710587417648304,5.23049005207518,0,0.865852609827012
"131",0.187609667567416,0,0,0.187609667567416,0.566860683419969,6,0.187609667567416,0.566860683419969,79.6526548412988,0,0.597100009857738
"132",0.313787444546263,0,0,0.313787444546263,0.439832663799233,7,0.313787444546263,0.439832663799233,60.5500057946335,0,0.54029189564494
"133",0.686408728266132,0,0,0.686408728266132,0.171502125370178,8,0.686408728266132,0.171502125370178,15.5870917486296,0,0.707509661592276
"134",0.439381579512301,0,0,0.439381579512301,0.337141357820311,9,0.439381579512301,0.337141357820311,41.6659383614477,0,0.553823498569397
"135",0,1.00000045620631e-05,0,0,1.00004500002053,10,0,1.00004500002053,100,4.50000205300949e-05,1.00004500002053
"136",0,0,1.00000012062061e-05,0,1.00004500000543,11,0,1.00004500000543,100,4.50000054299515e-05,1.00004500000543
"137",0.2500100945634,0,0,0.2500100945634,0.499989905538498,12,0.2500100945634,0.499989905538498,70.4817341269712,0,0.559012480204151
"138",0.610593016181184,0,0,0.610593016181184,0.218595484923984,13,0.610593016181184,0.218595484923984,21.8862581300082,0,0.64854284163684
"139",0.379518495325898,0,0,0.379518495325898,0.383949275362898,14,0.379518495325898,0.383949275362898,50.3694577059686,0,0.539862329067447
"140",7.55336452324969e-06,4.94631016832354e-06,4.30684074681186e-06,7.55336452324969e-06,0.99729324345813,15,7.55336452324969e-06,0.99729324345813,99.9995178327704,0,0.997293243486734
"141",0.0229486665084585,0,0,0.0229486665084585,0.848511827166414,16,0.0229486665084585,0.848511827166414,98.278631626902,0,0.848822102761116
"142",0.927838722657391,0,0,0.927838722657391,0.0367561457982767,17,0.927838722657391,0.0367561457982767,2.52063849920902,0,0.928566480935233
"143",0.806003212355455,0,0,0.806003212355455,0.102223183438414,18,0.806003212355455,0.102223183438414,8.0311966413274,0,0.812459695960111
"144",0.964201502833718,0,0,0.964201502833718,0.0180623732467944,19,0.964201502833718,0.0180623732467944,1.19243945538748,0,0.964370669086377
"145",0.0815000725812794,0,0,0.0815000725812794,0.714517824407058,20,0.0815000725812794,0.714517824407058,92.7697695299396,0,0.719150876538539
"x1",0.627737025269319,0.631235998350005,0.00684860510879534,0.627737025269319,2.31246794889883,21,0.627737025269319,2.31246794889883,83.125125629125,1.77529339007431,2.39615562674429
"x11",0.875641101239397,0.0155146748293191,0.719857427439259,0.875641101239397,2.36667857352834,22,0.875641101239397,2.36667857352834,77.4401827778451,1.93715759791061,2.52347276755226
"x12",0.377920697934096,0.00821469476129138,0.510382140938055,0.377920697934096,2.21124696527481,23,0.377920697934096,2.21124696527481,89.2237514384678,1.57022789160777,2.24330942925047
"x13",0.367113612128748,0.392695762216445,0.0134427080690165,0.367113612128748,1.80877134298388,24,0.367113612128748,1.80877134298388,87.2521382742003,1.19131556181187,1.84565061032957
"x14",0.88977375626564,0.620761066675186,0.00142508745193481,0.88977375626564,1.9610892448142,25,0.88977375626564,1.9610892448142,72.8839293379282,1.58611926474335,2.15350141942489
"x15",0.624126415806991,0.0126444578276951,0.378514427049819,0.624126415806991,1.44768952179938,26,0.624126415806991,1.44768952179938,74.0868993572091,1.00451790732981,1.57649571342132
"x16",0.142051134162174,0.00376583309844136,0.153146295527241,0.142051134162174,1.21380985974982,27,0.142051134162174,1.21380985974982,92.5834289188976,0.505576599071996,1.22209365448914
"x17",0.116848647594452,0.224975630640984,0.0316948592662811,0.116848647594452,1.65320962602467,28,0.116848647594452,1.65320962602467,95.5078499441582,0.888229364512584,1.65733390541112
"x18",0.877113223075867,0.0123360902070999,0.209797441959381,0.877113223075867,0.675260913604282,29,0.877113223075867,0.675260913604282,41.7683364537906,0.553340622645953,1.10693491567311
"x19",0.625763234362968,0.199570331800446,0.00106951617635787,0.625763234362968,0.81166351903542,30,0.625763234362968,0.81166351903542,58.1878618860237,0.485918311534281,1.02487916049326
"x110",0.947288987459615,0.0288668749853969,0.192614148370922,0.947288987459615,0.621376129159247,31,0.947288987459615,0.621376129159247,36.958836577094,0.565205090318073,1.13290101935306
