"","x1","x2","x3","f1","f2","f1.norm","f2.norm"
"71",0.272932112304636,0,0,0.272932112304636,0.477570949980156,0.272932112304636,0.477570949980156
"18",0.283948453430914,0,0,0.283948453430914,0.467131861122366,0.283948453430914,0.467131861122366
"63",0.294902027499958,0,0,0.294902027499958,0.456951173926361,0.294902027499958,0.456951173926361
"30",0.306756124269424,0,0,0.306756124269424,0.446144310971329,0.306756124269424,0.446144310971329
"55",0.318409038271469,0,0,0.318409038271469,0.435722552044237,0.318409038271469,0.435722552044237
"87",0.331466863301781,0,0,0.331466863301781,0.424268410366618,0.331466863301781,0.424268410366618
"85",0.331483480364698,0,0,0.331483480364698,0.424253979288873,0.331483480364698,0.424253979288873
"6",0.331493690279509,0,0,0.331493690279509,0.424245112674231,0.331493690279509,0.424245112674231
"44",0.348126593353865,0,0,0.348126593353865,0.409977463689848,0.348126593353865,0.409977463689848
"65",0.348143988803878,0,0,0.348143988803878,0.409962722530281,0.348143988803878,0.409962722530281
"72",0.36768248177689,0,0,0.36768248177689,0.39363172759709,0.36768248177689,0.39363172759709
"21",0.367692488485029,0,0,0.367692488485029,0.393623476307806,0.367692488485029,0.393623476307806
"38",0.387891037284246,0,0,0.387891037284246,0.377191010594544,0.387891037284246,0.377191010594544
"84",0.399811846296778,0,0,0.399811846296778,0.367693234025779,0.399811846296778,0.367693234025779
"11",0.410792447514188,0,0,0.410792447514188,0.359069077423949,0.410792447514188,0.359069077423949
"64",0.410808396221731,0,0,0.410808396221731,0.359056635714409,0.410808396221731,0.359056635714409
"39",0.428538636163878,0,0,0.428538636163878,0.345371375386106,0.428538636163878,0.345371375386106
"20",0.450151401662,0,0,0.450151401662,0.329066768104307,0.450151401662,0.329066768104307
"79",0.463476206772442,0,0,0.463476206772442,0.319209131397576,0.463476206772442,0.319209131397576
"31",0.474429424675335,0,0,0.474429424675335,0.311211625624144,0.474429424675335,0.311211625624144
"60",0.488292266169503,0,0,0.488292266169503,0.301220874546539,0.488292266169503,0.301220874546539
"2",0.5,0,0,0.5,0.292893218813452,0.5,0.292893218813452
"47",0.516231745939166,0,0,0.516231745939166,0.281507309752447,0.516231745939166,0.281507309752447
"66",0.51625504355102,0,0,0.51625504355102,0.281491097096898,0.51625504355102,0.281491097096898
"19",0.536157588517839,0,0,0.536157588517839,0.267772174444429,0.536157588517839,0.267772174444429
"61",0.559523416163253,0,0,0.559523416163253,0.251987021393845,0.559523416163253,0.251987021393845
"33",0.559533603914545,0,0,0.559533603914545,0.251980211548822,0.559533603914545,0.251980211548822
"99",0.575328374282091,0,0,0.575328374282091,0.241495962909827,0.575328374282091,0.241495962909827
"59",0.575341543415166,0,0,0.575341543415166,0.241487281968743,0.575341543415166,0.241487281968743
"9",0.587284913185292,0,0,0.587284913185292,0.233654834173731,0.587284913185292,0.233654834173731
"56",0.601887192832356,0,0,0.601887192832356,0.224186109410023,0.601887192832356,0.224186109410023
"26",0.617156039871317,0,0,0.617156039871317,0.214407204799257,0.617156039871317,0.214407204799257
"48",0.632736739762491,0,0,0.632736739762491,0.20455249088171,0.632736739762491,0.20455249088171
"14",0.65200306533622,0,0,0.65200306533622,0.192532932351901,0.65200306533622,0.192532932351901
"57",0.66765439283099,0,0,0.66765439283099,0.182898786666554,0.66765439283099,0.182898786666554
"28",0.681911685990501,0,0,0.681911685990501,0.174220558508205,0.681911685990501,0.174220558508205
"53",0.697127905441279,0,0,0.697127905441279,0.165058142478604,0.697127905441279,0.165058142478604
"5",0.715904231024764,0,0,0.715904231024764,0.153888759662913,0.715904231024764,0.153888759662913
"95",0.736845490265001,0,0,0.736845490265001,0.141602953019408,0.736845490265001,0.141602953019408
"82",0.736871184111589,0,0,0.736871184111589,0.14158798697153,0.736871184111589,0.14158798697153
"36",0.736881185125443,0,0,0.736881185125443,0.141582161691963,0.736881185125443,0.141582161691963
"86",0.753374965553282,0,0,0.753374965553282,0.132028246108618,0.753374965553282,0.132028246108618
"76",0.764165577198586,0,0,0.764165577198586,0.125834353684277,0.764165577198586,0.125834353684277
"17",0.764175579291525,0,0,0.764175579291525,0.125828632766135,0.764175579291525,0.125828632766135
"75",0.781099779474303,0,0,0.781099779474303,0.116201505164043,0.781099779474303,0.116201505164043
"29",0.792371992375036,0,0,0.792371992375036,0.109847208410244,0.792371992375036,0.109847208410244
"51",0.806852507712764,0,0,0.806852507712764,0.101750308815659,0.806852507712764,0.101750308815659
"7",0.826212109646435,0,0,0.826212109646435,0.091037894273675,0.826212109646435,0.091037894273675
"42",0.843739783543932,0,0,0.843739783543932,0.0814469076074414,0.843739783543932,0.0814469076074414
"97",0.865767252794714,0,0,0.865767252794714,0.0695338518813735,0.865767252794714,0.0695338518813735
"23",0.865824672565733,0,0,0.865824672565733,0.0695029970141049,0.865824672565733,0.0695029970141049
"73",0.888849822571228,0,0,0.888849822571228,0.0572116766891797,0.888849822571228,0.0572116766891797
"43",0.888859830454682,0,0,0.888859830454682,0.057206369105793,0.888859830454682,0.057206369105793
"68",0.913170233387531,0,0,0.913170233387531,0.0444005894792888,0.913170233387531,0.0444005894792888
"13",0.913197789822672,0,0,0.913197789822672,0.0443861711848912,0.913197789822672,0.0443861711848912
"40",0.930176030911996,0,0,0.930176030911996,0.03554366044284,0.930176030911996,0.03554366044284
"94",0.954254336947661,0,0,0.954254336947661,0.0231405746231134,0.954254336947661,0.0231405746231134
"25",0.954319684459151,0,0,0.954319684459151,0.0231071274396812,0.954319684459151,0.0231071274396812
"41",0.975182844630817,0,0,0.975182844630817,0.0124865344559512,0.975182844630817,0.0124865344559512
"98",0.999939990422375,0,0,0.999939990422375,3.0005238969455e-05,0.999939990422375,3.0005238969455e-05
"92",0.999949990433559,0,0,0.999949990433559,2.50050958480186e-05,0.999949990433559,2.50050958480186e-05
"91",0.999959990448242,0,1.70646871231555e-14,0.999959990448242,2.00049760167313e-05,0.999959990448242,2.00049760167313e-05
"88",0.999969990448722,0,0,0.999969990448722,1.50048882124887e-05,0.999969990448722,1.50048882124887e-05
"83",0.999979997520908,0,0,0.999979997520908,1.00012895589696e-05,0.999979997520908,1.00012895589696e-05
"81",0.999989999084742,0,0,0.999989999084742,5.00047013130001e-06,0.999989999084742,5.00047013130001e-06
"3",1,0,0,1,0,1,0
